anio,cve_entidad,rango_uma,ta,ta_sal,masa_sal_ta,permanentes,no_trabajadores,entidad
2024,25,W11,5422,5422,6153584.190000003,4607,0,Sinaloa
2024,25,W16,2222,2222,3739601.3900000015,2070,0,Sinaloa
2024,10,W7,9850,9850,6940085.360000002,8709,0,Durango
2024,1,W6,26484,26484,15742089.020000009,24688,0,Aguascalientes
2024,1,W21,680,680,1512702.1799999988,659,0,Aguascalientes
2024,1,W23,575,575,1404176.6800000004,552,0,Aguascalientes
2024,1,W19,1005,1005,2014793.0200000019,949,0,Aguascalientes
2024,2,W7,72875,72875,51131379.56999995,66801,0,Baja California
2024,2,W21,3614,3614,8036796.659999998,3403,0,Baja California
2024,2,W17,5724,5724,10251085.559999999,5260,0,Baja California
2024,2,W19,4239,4239,8506459.8,3945,0,Baja California
2024,13,W9,6902,6902,6348210.409999996,4440,0,Hidalgo
2024,13,W23,301,301,734516.42,252,0,Hidalgo
2024,15,W15,10976,10976,17261056.159999993,9851,0,Estado México
2024,19,W7,126462,126462,89098691.44999984,114720,0,Nuevo León
2024,19,W13,23214,23214,31451151.419999987,21449,0,Nuevo León
2024,19,,497,0,0.0,497,263125,Nuevo León
2024,22,W12,10578,10578,13182856.730000004,9107,0,Querétaro
2024,22,W25,19639,19639,53221419.55999999,18106,0,Querétaro
2024,22,W9,23081,23081,21200475.53000001,19571,0,Querétaro
2024,22,W10,17629,17629,18145498.79,14895,0,Querétaro
2024,22,W11,13179,13179,14979477.899999985,11298,0,Querétaro
2024,22,W22,2210,2210,5155014.720000004,2013,0,Querétaro
2024,22,W24,2186,2186,5593621.439999997,2018,0,Querétaro
2024,23,W16,1793,1793,3013853.010000002,1312,0,Quintana Roo
2024,23,W20,1135,1135,2402470.96,902,0,Quintana Roo
2024,26,W4,156310,156310,60341853.50999963,132449,0,Sonora
2024,26,W1,5686,5686,1415415.980000005,5645,0,Sonora
2024,12,W17,739,739,1321518.18,630,0,Guerrero
2024,20,W23,151,151,368384.49,135,0,Oaxaca
2024,20,W24,194,194,497116.5300000001,175,0,Oaxaca
2024,30,W19,2532,2532,5075914.639999993,2301,0,Veracruz de Ignacio de la Llave
2024,31,W12,3109,3109,3875776.429999999,2743,0,Yucatán
2024,3,W12,2868,2868,3574045.1199999996,2172,0,Baja California Sur
2024,3,W23,439,439,1070426.41,357,0,Baja California Sur
2024,3,W25,3558,3558,9641943.849999996,2776,0,Baja California Sur
2024,11,W3,499564,499564,137488087.08999854,444048,0,Guanajuato
2024,11,W5,117673,117673,56886241.57000012,98474,0,Guanajuato
2024,11,W6,74631,74631,44321782.569999926,65388,0,Guanajuato
2024,11,W9,27579,27579,25321305.100000024,24924,0,Guanajuato
2024,11,W14,7053,7053,10329750.16,6204,0,Guanajuato
2024,16,W4,68311,68311,25469641.440000035,55690,0,Michoacán de Ocampo
2024,16,W7,20255,20255,14250844.269999996,17221,0,Michoacán de Ocampo
2024,16,W13,2815,2815,3810979.0699999966,2454,0,Michoacán de Ocampo
2024,17,W22,405,405,944013.6400000001,395,0,Morelos
2024,17,W18,908,908,1721488.6800000002,846,0,Morelos
2024,17,W23,312,312,761665.6699999995,297,0,Morelos
2024,28,W24,1233,1233,3147034.4399999995,1183,0,Tamaulipas
2024,29,W7,4566,4566,3207346.34,3817,0,Tlaxcala
2024,29,W21,148,148,329237.31000000006,131,0,Tlaxcala
2024,4,W7,5552,5552,3892454.8099999973,4432,0,Campeche
2024,4,W19,972,972,1954530.0099999981,800,0,Campeche
2024,4,W21,623,623,1386962.9200000002,489,0,Campeche
2024,5,W9,25796,25796,23718552.599999964,23701,0,Coahuila de Zaragoza
2024,5,W1,4384,4384,1091309.120000005,4348,0,Coahuila de Zaragoza
2024,18,W3,89594,89594,24647206.209998045,70550,0,Nayarit
2024,18,W4,30522,30522,11376012.989999987,18819,0,Nayarit
2024,18,W6,11528,11528,6871568.170000015,7906,0,Nayarit
2024,18,W16,1004,1004,1687591.38,907,0,Nayarit
2024,21,W22,1079,1079,2516868.449999999,983,0,Puebla
2024,6,W4,22608,22608,8456085.57999998,18092,0,Colima
2024,6,W24,195,195,498765.8099999998,150,0,Colima
2024,27,W5,16723,16723,8106353.860000001,13362,0,Tabasco
2024,27,W7,8169,8169,5749795.169999998,6497,0,Tabasco
2024,32,W15,1583,1583,2491553.2699999986,1438,0,Zacatecas
2024,32,W25,2050,2050,5545094.490000001,1901,0,Zacatecas
2024,7,W18,1045,1045,1982076.37,978,0,Chiapas
2024,7,W9,5874,5874,5388499.880000002,5215,0,Chiapas
2024,7,W21,580,580,1288641.9100000008,545,0,Chiapas
2024,7,W22,344,344,801197.0899999994,318,0,Chiapas
2024,8,W24,1828,1828,4671982.629999998,1762,0,Chihuahua
2024,8,W20,3114,3114,6585977.439999996,2987,0,Chihuahua
2024,24,W5,52973,52973,25703493.970000036,42680,0,San Luis Potosí
2024,24,W10,9739,9739,10034327.419999987,8564,0,San Luis Potosí
2024,24,W1,2820,2820,701982.5999999974,2779,0,San Luis Potosí
2024,10,W14,1520,1520,2223648.2800000017,1363,0,Durango
2024,10,W22,330,330,769794.73,305,0,Durango
2026,15,W21,5041,5041,12123793.399999991,4722,0,Estado México
2026,1,W3,104984,104984,35013130.630001925,96638,0,Aguascalientes
2026,1,W7,22602,22602,17177399.079999972,21467,0,Aguascalientes
2026,1,W21,857,857,2057682.0900000024,831,0,Aguascalientes
2026,1,W13,3939,3939,5771845.569999994,3765,0,Aguascalientes
2026,2,W21,4626,4626,11117486.589999989,3880,0,Baja California
2026,2,W15,7250,7250,12325192.34,6714,0,Baja California
2026,10,W22,352,352,888356.2299999999,325,0,Durango
2026,11,W5,136975,136975,71656982.92000005,116506,0,Guanajuato
2026,11,W10,24414,24414,27141230.360000007,22362,0,Guanajuato
2026,11,W6,82977,82977,53246562.26999988,72195,0,Guanajuato
2026,11,W1,15322,15322,4827042.880000027,15186,0,Guanajuato
2026,15,W5,248546,248546,129821009.42999986,196342,0,Estado México
2026,15,W7,94501,94501,71638965.63999996,80510,0,Estado México
2026,15,W1,40434,40434,12738327.360000044,37522,0,Estado México
2026,16,W12,4449,4449,6001254.920000002,3662,0,Michoacán de Ocampo
2026,16,W16,2187,2187,3978122.5900000003,1956,0,Michoacán de Ocampo
2026,16,W24,426,426,1174376.6599999997,392,0,Michoacán de Ocampo
2026,20,W6,13515,13515,8806628.650000004,10457,0,Oaxaca
2026,20,W12,2758,2758,3715156.8099999996,2439,0,Oaxaca
2026,21,W3,238901,238901,79930425.49000406,213624,0,Puebla
2026,21,W1,10490,10490,3300094.64000002,10425,0,Puebla
2026,21,W22,1136,1136,2861672.370000001,985,0,Puebla
2026,2,W3,1375,1375,456288.57440000004,1375,0,Baja California
2026,26,W23,1369,1369,3610589.2899999972,1242,0,Sonora
2026,26,W9,17350,17350,17247924.13999998,15549,0,Sonora
2026,26,W1,11897,11897,3748030.880000029,11848,0,Sonora
2026,12,W6,8358,8358,5371172.009999982,6630,0,Guerrero
2026,12,W12,1783,1783,2405562.4800000014,1438,0,Guerrero
2026,12,W1,11754,11754,3702965.1200000215,11733,0,Guerrero
2026,13,W4,76317,76317,30561122.46000015,58132,0,Hidalgo
2026,13,W23,309,309,813789.5800000001,271,0,Hidalgo
2026,13,W8,10242,10242,8965238.259999994,7540,0,Hidalgo
2026,19,W9,69718,69718,69401788.52000016,63093,0,Nuevo León
2026,19,W10,54101,54101,60113172.610000044,49471,0,Nuevo León
2026,19,W12,34402,34402,46317311.54999997,31479,0,Nuevo León
2026,19,W18,12286,12286,25203821.03000003,11610,0,Nuevo León
2026,23,W5,69568,69568,36300277.60999985,49522,0,Quintana Roo
2026,23,W23,655,655,1725938.6500000008,518,0,Quintana Roo
2026,23,W21,1089,1089,2617190.679999999,853,0,Quintana Roo
2026,23,W24,583,583,1607202.5600000003,473,0,Quintana Roo
2026,24,W4,104709,104709,42232640.10999969,83593,0,San Luis Potosí
2026,24,W9,15718,15718,15637171.819999985,13968,0,San Luis Potosí
2026,24,W16,3199,3199,5814568.8800000055,2878,0,San Luis Potosí
2026,28,W6,111078,111078,71108050.20000006,103818,0,Tamaulipas
2026,28,W16,3595,3595,6530269.6499999985,3329,0,Tamaulipas
2026,28,W19,2622,2622,5683713.719999999,2510,0,Tamaulipas
2026,28,W13,7198,7198,10539190.109999996,6603,0,Tamaulipas
2026,28,W24,1049,1049,2887792.499999999,993,0,Tamaulipas
2026,30,,15875,0,0.0,15875,402345,Veracruz de Ignacio de la Llave
2026,30,W25,8147,8147,23820131.38000001,7695,0,Veracruz de Ignacio de la Llave
2026,29,W11,1320,1320,1627884.380000001,1200,0,Tlaxcala
2026,29,W12,1132,1132,1522258.9699999983,991,0,Tlaxcala
2026,9,W13,53153,53153,77877781.43999995,47267,0,Ciudad de México
2026,9,W25,197940,197940,579451356.6899996,189227,0,Ciudad de México
2026,9,W16,37091,37091,67416449.80999999,34043,0,Ciudad de México
2026,9,W1,42762,42762,13471740.480000094,39435,0,Ciudad de México
2026,3,W8,9147,9147,8024923.950000003,6230,0,Baja California Sur
2026,17,W12,2234,2234,3007562.6100000013,1979,0,Morelos
2026,17,W13,1902,1902,2787005.5999999978,1678,0,Morelos
2026,17,W15,1371,1371,2327419.260000002,1236,0,Morelos
2026,17,W22,398,398,1003523.4800000001,377,0,Morelos
2026,18,W16,767,767,1402027.9199999985,620,0,Nayarit
2026,4,W7,5332,5332,4037975.590000008,4309,0,Campeche
2026,5,,7,0,0.0,7,129973,Coahuila de Zaragoza
2026,5,W6,84101,84101,53896196.47000002,76174,0,Coahuila de Zaragoza
2026,5,W13,10004,10004,14661488.730000012,9211,0,Coahuila de Zaragoza
2026,25,W19,1333,1333,2888634.429999998,1249,0,Sinaloa
2026,6,W5,15262,15262,7978238.310000025,12899,0,Colima
2026,6,W9,4436,4436,4419172.8900000155,3899,0,Colima
2026,7,W17,1432,1432,2763567.8100000033,1328,0,Chiapas
2026,7,W6,15981,15981,10262766.700000018,13997,0,Chiapas
2026,22,W10,19773,19773,21993597.430000015,16769,0,Querétaro
2026,31,W4,85127,85127,34460682.71000004,77357,0,Yucatán
2026,32,W17,1555,1555,2994552.91,1413,0,Zacatecas
2026,32,W11,2830,2830,3475391.889999999,2379,0,Zacatecas
2026,32,W1,3535,3535,1113666.400000006,3431,0,Zacatecas
2026,8,,344,0,0.0,344,208143,Chihuahua
2026,8,W6,130656,130656,83453856.57999986,122589,0,Chihuahua
2026,27,W9,4537,4537,4514706.210000003,3693,0,Tabasco
2026,27,W17,779,779,1507113.4300000002,700,0,Tabasco
2026,27,W19,854,854,1855419.4700000007,789,0,Tabasco
2026,1,W9,12168,12168,12119195.489999978,11515,0,Aguascalientes
2026,1,W20,839,839,1919599.3900000008,810,0,Aguascalientes
2026,1,W23,598,598,1576463.7500000007,577,0,Aguascalientes
2026,2,,0,0,0.0,0,202368,Baja California
2026,2,W12,13927,13927,18760754.23000001,12966,0,Baja California
2026,2,W24,2651,2651,7303154.120000004,2458,0,Baja California
2026,2,W22,3587,3587,9041052.269999992,3237,0,Baja California
2026,2,W19,4368,4368,9471748.260000002,4094,0,Baja California
2026,10,W9,5598,5598,5563136.719999997,4983,0,Durango
2026,10,W4,72294,72294,29144985.699999955,65621,0,Durango
2026,10,W21,359,359,863465.78,339,0,Durango
2026,10,W15,1159,1159,1966205.0999999992,1075,0,Durango
2026,10,W19,683,683,1482467.9600000002,633,0,Durango
2026,11,W9,31759,31759,31587309.940000027,28693,0,Guanajuato
2026,11,W12,12340,12340,16615997.189999998,11193,0,Guanajuato
2026,11,W18,4026,4026,8255889.220000001,3789,0,Guanajuato
2026,14,W5,232626,232626,121369376.12000006,196063,0,Jalisco
2026,14,W18,9119,9119,18695576.50999999,8540,0,Jalisco
2026,14,W20,6328,6328,14471706.979999993,5933,0,Jalisco
2026,14,W22,4943,4943,12465370.33000001,4658,0,Jalisco
2026,15,W6,146888,146888,94172254.5299998,121439,0,Estado México
2026,16,W10,8991,8991,9968800.460000003,7868,0,Michoacán de Ocampo
2026,16,W25,4136,4136,12096217.880000003,3782,0,Michoacán de Ocampo
2026,20,W14,1623,1623,2563280.629999999,1253,0,Oaxaca
2026,20,W24,203,203,559395.4,188,0,Oaxaca
2026,21,W10,10709,10709,11902774.140000002,9459,0,Puebla
2026,21,W24,885,885,2438007.0099999993,815,0,Puebla
2026,21,W18,2599,2599,5331753.29,2334,0,Puebla
2026,26,W17,3064,3064,5932523.070000006,2803,0,Sonora
2026,26,W25,12026,12026,35198017.269999996,11252,0,Sonora
2026,26,W13,6568,6568,9622466.37,5630,0,Sonora
2026,12,W15,771,771,1309609.6099999992,602,0,Guerrero
2026,12,W23,147,147,387279.8599999999,134,0,Guerrero
2026,12,W24,140,140,384807.61,125,0,Guerrero
2026,13,,32,0,0.0,32,222865,Hidalgo
2026,13,W13,2235,2235,3274977.220000001,1923,0,Hidalgo
2026,13,W14,1855,1855,2937705.370000002,1420,0,Hidalgo
2026,13,W12,2999,2999,4034781.799999992,2536,0,Hidalgo
2026,19,W24,5467,5467,15064203.81,5234,0,Nuevo León
2026,23,W14,3216,3216,5083989.070000005,2341,0,Quintana Roo
2026,23,W20,1294,1294,2956463.8299999973,1075,0,Quintana Roo
2026,23,W19,1431,1431,3108476.61,1183,0,Quintana Roo
2026,24,W25,9327,9327,27290718.43,8382,0,San Luis Potosí
2026,24,W17,3658,3658,7039246.029999998,3368,0,San Luis Potosí
2026,24,W21,1544,1544,3710857.269999999,1382,0,San Luis Potosí
2026,24,W20,1674,1674,3830275.9899999974,1526,0,San Luis Potosí
2026,24,W1,6213,6213,1957343.520000015,6176,0,San Luis Potosí
2026,28,W7,65295,65295,49355868.09000005,60482,0,Tamaulipas
2026,28,W14,5912,5912,9360951.410000008,5275,0,Tamaulipas
2026,30,W10,20811,20811,23297592.03999997,17656,0,Veracruz de Ignacio de la Llave
2026,30,W1,16215,16215,5071027.540000057,16093,0,Veracruz de Ignacio de la Llave
2026,29,W6,7336,7336,4712806.360000006,5703,0,Tlaxcala
2026,29,W16,536,536,975502.8299999998,496,0,Tlaxcala
2026,29,W23,130,130,342898.05999999994,113,0,Tlaxcala
2026,29,W19,337,337,730423.3399999999,311,0,Tlaxcala
2026,9,W15,40517,40517,68944574.66000006,36761,0,Ciudad de México
2026,9,,2324,0,0.0,2324,1461324,Ciudad de México
2026,3,W4,56973,56973,22996016.780000005,34833,0,Baja California Sur
2026,3,W7,11065,11065,8390671.780000003,7604,0,Baja California Sur
2026,17,W20,598,598,1367868.79,565,0,Morelos
2026,17,W21,439,439,1054214.0799999996,409,0,Morelos
2026,17,W16,1210,1210,2203602.169999999,1135,0,Morelos
2026,18,,1590,0,0.0,1590,76391,Nayarit
2026,18,W7,7940,7940,6010079.9299999885,5805,0,Nayarit
2026,18,W10,2745,2745,3047891.970000005,2236,0,Nayarit
2026,18,W12,1384,1384,1863260.790000001,1129,0,Nayarit
2026,18,W11,1892,1892,2331103.190000004,1530,0,Nayarit
2026,18,W21,213,213,512668.59000000026,177,0,Nayarit
2026,4,W3,39058,39058,13039040.140000453,33253,0,Campeche
2026,4,W5,13360,13360,6974800.4600000065,10716,0,Campeche
2026,4,W13,1746,1746,2553992.0799999996,1340,0,Campeche
2026,4,W9,4195,4195,4175853.279999997,3514,0,Campeche
2026,4,W12,2318,2318,3116506.0700000036,1776,0,Campeche
2026,4,W25,3715,3715,10873767.680000003,3206,0,Campeche
2026,4,W22,437,437,1101916.7200000002,362,0,Campeche
2026,4,W24,339,339,934647.8400000009,291,0,Campeche
2026,4,W19,809,809,1756777.6300000008,660,0,Campeche
2026,5,W21,2449,2449,5888198.540000001,2322,0,Coahuila de Zaragoza
2026,5,W7,55822,55822,42349942.54999997,50879,0,Coahuila de Zaragoza
2026,5,W15,7111,7111,12074486.939999994,6632,0,Coahuila de Zaragoza
2026,5,W16,5929,5929,10779429.879999995,5556,0,Coahuila de Zaragoza
2026,5,W18,4232,4232,8683358.330000004,3984,0,Coahuila de Zaragoza
2026,25,W9,11991,11991,11939761.4,10956,0,Sinaloa
2026,6,W3,57301,57301,19118001.98000118,50652,0,Colima
2026,6,W7,7854,7854,5960107.519999996,6572,0,Colima
2026,6,W11,3065,3065,3781695.1800000044,2609,0,Colima
2026,7,W7,10498,10498,7968918.8899999885,9435,0,Chiapas
2026,22,W23,2081,2081,5490436.690000003,1907,0,Querétaro
2026,31,W15,1743,1743,2963174.300000006,1587,0,Yucatán
2026,31,W14,2532,2532,4010177.320000004,2193,0,Yucatán
2026,31,W16,1494,1494,2712303.0700000026,1339,0,Yucatán
2026,31,W1,7892,7892,2486259.44000001,7868,0,Yucatán
2026,32,W6,15223,15223,9760643.339999955,11664,0,Zacatecas
2026,32,W23,334,334,882102.7599999994,312,0,Zacatecas
2026,8,W9,30324,30324,30166729.73999998,28271,0,Chihuahua
2026,8,W14,8759,8759,13864369.39000001,7905,0,Chihuahua
2026,8,W24,1918,1918,5282781.460000001,1856,0,Chihuahua
2026,27,W11,2839,2839,3489097.070000002,2480,0,Tabasco
2026,27,W12,2248,2248,3029303.68,1881,0,Tabasco
2026,27,W1,2349,2349,740028.9599999993,2327,0,Tabasco
2026,27,W21,562,562,1352050.9000000006,516,0,Tabasco
2026,27,W24,356,356,982031.03,319,0,Tabasco
2026,1,W15,2776,2776,4716163.019999999,2647,0,Aguascalientes
2026,1,W17,2412,2412,4658507.360000006,2334,0,Aguascalientes
2026,1,W19,1207,1207,2615795.1900000013,1153,0,Aguascalientes
2026,10,W3,97916,97916,32672130.71000187,91972,0,Durango
2026,10,W7,10726,10726,8154046.990000006,9682,0,Durango
2026,10,W13,2032,2032,2970175.000000002,1818,0,Durango
2026,10,W11,2945,2945,3617153.5499999956,2606,0,Durango
2026,11,,12,0,0.0,12,277381,Guanajuato
2026,11,W24,1367,1367,3763971.6400000006,1280,0,Guanajuato
2026,14,W6,158003,158003,101458970.75000003,138330,0,Jalisco
2026,14,W25,42967,42967,125696483.54999997,40807,0,Jalisco
2026,14,W16,12694,12694,23087325.249999993,11808,0,Jalisco
2026,15,W10,36649,36649,40734442.010000005,32069,0,Estado México
2026,15,W11,27492,27492,33780519.060000025,24174,0,Estado México
2026,15,W24,3690,3690,10162294.709999999,3455,0,Estado México
2026,16,W5,52699,52699,27680029.880000036,44949,0,Michoacán de Ocampo
2026,16,W7,20703,20703,15700279.270000013,18097,0,Michoacán de Ocampo
2026,16,W23,461,461,1214025.93,425,0,Michoacán de Ocampo
2026,16,W15,2559,2559,4347734.080000002,2276,0,Michoacán de Ocampo
2026,20,W4,54316,54316,21667218.08999996,42540,0,Oaxaca
2026,21,W9,13923,13923,13868132.700000016,12205,0,Puebla
2026,21,W11,9750,9750,12022651.790000005,8176,0,Puebla
2026,26,W6,59383,59383,37982266.75,53803,0,Sonora
2026,26,W7,33351,33351,25251281.059999995,29589,0,Sonora
2026,26,W10,12183,12183,13543498.660000004,10879,0,Sonora
2026,26,W18,2576,2576,5279987.3100000005,2353,0,Sonora
2026,12,W14,1388,1388,2198285.0400000005,1029,0,Guerrero
2026,12,W18,770,770,1580163.2100000011,673,0,Guerrero
2026,12,W16,699,699,1268276.2799999998,582,0,Guerrero
2026,13,W18,1065,1065,2183107.8100000015,946,0,Hidalgo
2026,19,W1,26414,26414,8321466.56000004,26315,0,Nuevo León
2026,23,W3,160026,160026,53399056.01000154,131328,0,Quintana Roo
2026,23,W4,127005,127005,51117561.84999996,86685,0,Quintana Roo
2026,23,W9,13507,13507,13428029.25000003,9496,0,Quintana Roo
2026,24,W7,41217,41217,31742642.970000017,37161,0,San Luis Potosí
2026,28,W25,8729,8729,25534020.09999999,8301,0,Tamaulipas
2026,28,W12,9222,9222,12426450.370000027,8485,0,Tamaulipas
2026,28,W20,1961,1961,4478964.759999998,1855,0,Tamaulipas
2026,30,W5,76333,76333,39700255.80000003,65987,0,Veracruz de Ignacio de la Llave
2026,30,W19,3062,3062,6631153.9,2789,0,Veracruz de Ignacio de la Llave
2026,30,W17,4520,4520,8736402.479999997,4147,0,Veracruz de Ignacio de la Llave
2026,29,W8,4086,4086,3575190.740000002,3522,0,Tlaxcala
2026,29,W17,553,553,1068239.8599999999,524,0,Tlaxcala
2026,29,W1,3213,3213,1012223.5200000008,3206,0,Tlaxcala
2026,9,W4,679346,679346,273015060.11000013,546029,0,Ciudad de México
2026,9,W18,29902,29902,61333828.18000003,27716,0,Ciudad de México
2026,9,W22,17241,17241,43498889.42999999,16144,0,Ciudad de México
2026,3,W9,6249,6249,6214268.310000006,4347,0,Baja California Sur
2026,3,W19,846,846,1837220.0300000003,618,0,Baja California Sur
2026,17,W7,10093,10093,7645397.9699999895,8836,0,Morelos
2026,18,W22,179,179,450738.8499999998,143,0,Nayarit
2026,18,W18,536,536,1098769.7000000004,460,0,Nayarit
2026,4,W1,1090,1090,343393.5999999992,1073,0,Campeche
2026,4,W21,425,425,1020917.5900000001,358,0,Campeche
2026,5,W20,2870,2870,6558092.789999997,2705,0,Coahuila de Zaragoza
2026,5,W8,37337,37337,32712455.240000024,33663,0,Coahuila de Zaragoza
2026,25,W7,22894,22894,17408440.539999977,20574,0,Sinaloa
2026,25,W8,15654,15654,13709329.070000011,14130,0,Sinaloa
2026,25,W21,813,813,1952696.1700000006,751,0,Sinaloa
2026,25,W1,20325,20325,6403188.000000036,20248,0,Sinaloa
2026,6,W25,1429,1429,4177035.64,1136,0,Colima
2026,6,,1227,0,0.0,1227,51459,Colima
2026,6,W23,217,217,572263.44,174,0,Colima
2026,22,W13,9626,9626,14097579.480000006,8369,0,Querétaro
2026,22,W14,8391,8391,13279262.379999978,7120,0,Querétaro
2026,22,W16,5973,5973,10840944.890000004,5258,0,Querétaro
2026,22,W24,1937,1937,5334622.4499999955,1776,0,Querétaro
2026,22,W1,9628,9628,3033205.1200000253,9477,0,Querétaro
2026,31,W8,10842,10842,9499407.979999997,9737,0,Yucatán
2026,31,W18,1713,1713,3515391.580000003,1631,0,Yucatán
2026,8,W3,141043,141043,47015948.660002634,127848,0,Chihuahua
2026,8,W12,13500,13500,18168343.470000014,12594,0,Chihuahua
2026,8,W10,22660,22660,25183511.980000008,21070,0,Chihuahua
2026,8,W11,17775,17775,21855685.88,16623,0,Chihuahua
2026,8,W20,3099,3099,7088630.060000002,2977,0,Chihuahua
2026,8,W21,2897,2897,6962194.349999999,2805,0,Chihuahua
2026,8,W1,14422,14422,4543506.880000028,14378,0,Chihuahua
2026,1,W4,76685,76685,30959417.690000094,69386,0,Aguascalientes
2026,1,W16,2294,2294,4171986.030000004,2196,0,Aguascalientes
2026,2,W6,160329,160329,102813826.39999974,151866,0,Baja California
2026,2,W5,383087,383087,197304058.81999964,348696,0,Baja California
2026,2,W8,50657,50657,44362923.92999998,46740,0,Baja California
2026,2,W23,2931,2931,7731552.62,2712,0,Baja California
2026,2,W11,18842,18842,23172927.189999964,17362,0,Baja California
2026,10,W24,269,269,740384.3199999998,256,0,Durango
2026,11,W8,37310,37310,32742217.199999984,32893,0,Guanajuato
2026,14,W10,49087,49087,54571222.37000002,44930,0,Jalisco
2026,14,W9,61741,61741,61405359.51999998,55800,0,Jalisco
2026,14,,10573,0,0.0,10573,621380,Jalisco
2026,14,W19,7619,7619,16523239.76,7146,0,Jalisco
2026,15,W15,12188,12188,20741484.929999992,11108,0,Estado México
2026,15,W16,10948,10948,19919572.799999986,10055,0,Estado México
2026,16,W6,30456,30456,19549208.459999993,25957,0,Michoacán de Ocampo
2026,16,W18,1848,1848,3777244.520000001,1698,0,Michoacán de Ocampo
2026,20,W9,5608,5608,5587751.279999998,4835,0,Oaxaca
2026,20,W22,241,241,607950.6500000001,228,0,Oaxaca
2026,20,,2673,0,0.0,2673,176787,Oaxaca
2026,21,W12,7146,7146,9625308.52,6231,0,Puebla
2026,21,W17,3039,3039,5875827.749999999,2775,0,Puebla
2026,26,W8,22318,22318,19562617.090000033,19844,0,Sonora
2026,26,W16,3225,3225,5857832.579999995,2890,0,Sonora
2026,26,W3,159005,159005,52957106.86000322,141586,0,Sonora
2026,12,W9,3381,3381,3364937.849999996,2816,0,Guerrero
2026,12,W17,770,770,1491341.8400000003,665,0,Guerrero
2026,13,W3,100919,100919,33717567.74000271,85494,0,Hidalgo
2026,13,W20,623,623,1423799.7199999997,547,0,Hidalgo
2026,19,W21,7271,7271,17478369.27999999,6905,0,Nuevo León
2026,19,W15,17606,17606,29922552.580000013,16405,0,Nuevo León
2026,23,W7,29380,29380,22303535.42999998,19610,0,Quintana Roo
2026,23,W11,7217,7217,8863577.029999992,5316,0,Quintana Roo
2026,23,,677,0,0.0,677,105452,Quintana Roo
2026,28,W4,137930,137930,60528314.73000199,124054,0,Tamaulipas
2026,28,W8,36570,36570,32016868.41000002,33659,0,Tamaulipas
2026,28,W15,4325,4325,7346918.109999998,4044,0,Tamaulipas
2026,28,W22,1343,1343,3385691.1299999994,1282,0,Tamaulipas
2026,30,W3,231128,231128,77192407.70000637,194394,0,Veracruz de Ignacio de la Llave
2026,30,W14,6906,6906,10913540.63999998,5780,0,Veracruz de Ignacio de la Llave
2026,30,W13,9280,9280,13607483.829999994,7976,0,Veracruz de Ignacio de la Llave
2026,29,W3,34524,34524,11580392.020000082,27887,0,Tlaxcala
2026,29,W9,2402,2402,2389162.1699999995,2064,0,Tlaxcala
2026,29,W14,654,654,1037864.0300000011,538,0,Tlaxcala
2026,29,W13,756,756,1105144.4699999997,684,0,Tlaxcala
2026,29,W22,148,148,372536.6199999999,134,0,Tlaxcala
2026,9,W12,64502,64502,86942714.33999994,58334,0,Ciudad de México
2026,9,W23,15242,15242,40195578.73,14391,0,Ciudad de México
2026,9,W19,24446,24446,53015326.88000003,22673,0,Ciudad de México
2026,3,W21,843,843,2025432.6199999999,705,0,Baja California Sur
2026,3,W18,1030,1030,2110518.5500000003,763,0,Baja California Sur
2026,17,W5,22706,22706,11841327.440000009,20009,0,Morelos
2026,17,W8,7426,7426,6501876.320000002,6226,0,Morelos
2026,17,W9,5369,5369,5346683.069999997,4745,0,Morelos
2026,17,W17,1229,1229,2370220.579999999,1158,0,Morelos
2026,18,W5,19835,19835,10361781.229999997,13805,0,Nayarit
2026,18,W17,829,829,1598403.2500000002,753,0,Nayarit
2026,4,,457,0,0.0,457,59066,Campeche
2026,4,W6,10379,10379,6707443.490000003,8804,0,Campeche
2026,4,W16,850,850,1544039.0199999998,679,0,Campeche
2026,5,W25,14189,14189,41486310.12000001,13508,0,Coahuila de Zaragoza
2026,5,W12,12734,12734,17154606.58,11712,0,Coahuila de Zaragoza
2026,25,W3,204974,204974,68403776.5600023,188312,0,Sinaloa
2026,25,W5,60001,60001,31250928.96999997,51519,0,Sinaloa
2026,25,W12,4641,4641,6254921.519999995,4208,0,Sinaloa
2026,25,W16,2262,2262,4119409.3500000006,2130,0,Sinaloa
2026,25,W24,559,559,1537380.9499999988,526,0,Sinaloa
2026,6,W10,3451,3451,3830313.2500000014,3090,0,Colima
2026,6,W24,197,197,542066.81,157,0,Colima
2026,6,W21,313,313,752608.2500000002,263,0,Colima
2026,7,W16,1118,1118,2034994.5200000014,993,0,Chiapas
2026,7,W9,7416,7416,7352966.169999994,6621,0,Chiapas
2026,7,W14,2225,2225,3520936.769999999,1768,0,Chiapas
2026,22,W5,89820,89820,46961155.400000006,73898,0,Querétaro
2026,31,W7,15568,15568,11793961.549999965,14126,0,Yucatán
2026,31,W13,2662,2662,3902598.7699999996,2417,0,Yucatán
2026,31,W24,422,422,1162942.58,401,0,Yucatán
2026,32,W4,43178,43178,17266833.989999965,36151,0,Zacatecas
2026,32,W9,5593,5593,5559348.329999992,4610,0,Zacatecas
2026,32,W24,391,391,1077627.0999999999,365,0,Zacatecas
2026,8,W4,185711,185711,80016039.55000198,172500,0,Chihuahua
