anio,cve_entidad,rango_salarial,ta,ta_sal,masa_sal_ta,permanentes,no_trabajadores,entidad
2020,11,W10,7028,7028,8212589.130000003,6112,0,Guanajuato
2020,16,W7,9206,9206,7346753.219999993,8221,0,Michoacán de Ocampo
2020,16,W8,6259,6259,5771322.720000002,5254,0,Michoacán de Ocampo
2020,17,W7,6486,6486,5165845.139999997,5180,0,Morelos
2020,28,W9,7695,7695,8028693.789999993,6734,0,Tamaulipas
2020,30,W2,339534,339534,53793199.44999014,287357,0,Veracruz de Ignacio de la Llave
2020,30,W18,7605,7605,16467258.420000013,7217,0,Veracruz de Ignacio de la Llave
2020,30,W12,5163,5163,7292662.330000003,4857,0,Veracruz de Ignacio de la Llave
2020,30,W9,11473,11473,11982644.420000013,10315,0,Veracruz de Ignacio de la Llave
2020,30,W13,4024,4024,6191955.569999992,3799,0,Veracruz de Ignacio de la Llave
2020,30,W16,1708,1708,3256500.3900000006,1629,0,Veracruz de Ignacio de la Llave
2020,3,W3,26143,26143,7840296.959999999,19369,0,Baja California Sur
2020,3,W4,14577,14577,6187080.910000006,9824,0,Baja California Sur
2020,18,W14,413,413,683374.91,367,0,Nayarit
2020,18,W9,1333,1333,1393015.6400000008,1151,0,Nayarit
2020,4,W18,3804,3804,8248011.13,3207,0,Campeche
2020,4,W13,1097,1097,1683759.5800000017,926,0,Campeche
2020,4,W1,64,64,7886.080000000004,52,0,Campeche
2020,5,W7,23625,23625,18896617.730000008,20899,0,Coahuila de Zaragoza
2020,5,W14,3191,3191,5298681.399999999,3007,0,Coahuila de Zaragoza
2020,20,W1,333,333,41008.50000000006,312,0,Oaxaca
2020,24,W7,34989,34989,27997926.88000002,33439,0,San Luis Potosí
2020,24,W9,5866,5866,6141537.5699999975,5022,0,San Luis Potosí
2020,24,W17,971,971,1967077.0300000012,876,0,San Luis Potosí
2020,25,W4,45518,45518,19791904.77000001,38518,0,Sinaloa
2020,25,W10,3000,3000,3503133.3600000013,2625,0,Sinaloa
2020,25,W1,844,844,103877.82000000015,817,0,Sinaloa
2020,31,W6,8950,8950,6028848.220000011,7950,0,Yucatán
2020,31,W13,1306,1306,2011595.2599999965,1259,0,Yucatán
2020,32,W8,4482,4482,4116213.179999999,3731,0,Zacatecas
2020,7,W11,1375,1375,1780612.9399999997,1283,0,Chiapas
2020,7,W17,308,308,625026.99,294,0,Chiapas
2020,23,W4,25680,25680,10962929.430000031,18474,0,Quintana Roo
2020,8,W3,228322,228322,68111058.67000005,206944,0,Chihuahua
2020,8,W4,88253,88253,37528597.70999994,80246,0,Chihuahua
2020,8,W8,15425,15425,14206255.139999986,14204,0,Chihuahua
2020,8,W16,2569,2569,4895006.81,2479,0,Chihuahua
2020,27,,3408,0,0.0,3408,146315,Tabasco
2020,10,W12,1154,1154,1632387.1000000006,1059,0,Durango
2020,10,W15,632,632,1125920.71,593,0,Durango
2020,29,W11,568,568,733584.7500000006,520,0,Tlaxcala
2020,1,,1145,0,0.0,1145,99927,Aguascalientes
2020,2,W6,35107,35107,23568360.239999987,31316,0,Baja California
2020,12,W3,19539,19539,5888795.929999995,15283,0,Guerrero
2020,12,W7,3724,3724,2966892.1400000034,3028,0,Guerrero
2020,12,W14,564,564,935689.9399999998,522,0,Guerrero
2020,13,W2,123109,123109,19639371.03999562,104335,0,Hidalgo
2020,13,W18,1718,1718,3722569.810000001,1550,0,Hidalgo
2020,14,W5,107262,107262,59160978.94999996,94421,0,Jalisco
2020,14,W15,6657,6657,11895164.55,6241,0,Jalisco
2020,15,W4,156334,156334,66437390.699999966,131845,0,Estado México
2020,15,W18,22971,22971,49773853.34,21077,0,Estado México
2020,15,W5,98281,98281,54159711.45999987,83417,0,Estado México
2020,15,W7,40840,40840,32595617.510000013,35751,0,Estado México
2020,15,W6,63219,63219,42624898.259999946,54794,0,Estado México
2020,19,W18,39719,39719,86089089.13000003,37983,0,Nuevo León
2020,19,W1,848,848,103980.38000000006,700,0,Nuevo León
2020,21,W4,45478,45478,19479533.69000001,38682,0,Puebla
2020,22,W12,4998,4998,7072336.159999996,4431,0,Querétaro
2020,9,W2,1505502,1505502,242073249.75998893,1307328,0,Ciudad de México
2020,9,W3,453981,453981,137651078.71999946,375361,0,Ciudad de México
2020,26,W7,13425,13425,10695134.22000001,11627,0,Sonora
2020,11,W12,4913,4913,6942998.49,4501,0,Guanajuato
2020,16,W17,578,578,1170874.3300000005,514,0,Michoacán de Ocampo
2020,16,W1,1427,1427,175834.9400000004,808,0,Michoacán de Ocampo
2020,16,W16,529,529,1006713.1599999999,495,0,Michoacán de Ocampo
2020,17,W9,3077,3077,3212218.5300000003,2703,0,Morelos
2020,28,W8,10671,10671,9826026.060000006,9228,0,Tamaulipas
2020,28,W16,1464,1464,2790412.359999999,1344,0,Tamaulipas
2020,28,,3041,0,0.0,3041,165778,Tamaulipas
2020,3,W10,1542,1542,1795888.5700000012,1197,0,Baja California Sur
2020,18,W6,4842,4842,3265648.220000002,4029,0,Nayarit
2020,4,W9,2117,2117,2203221.070000003,1581,0,Campeche
2020,4,W16,466,466,888136.6299999992,385,0,Campeche
2020,5,W6,33983,33983,22941058.260000035,30177,0,Coahuila de Zaragoza
2020,5,W17,1606,1606,3259764.6699999976,1516,0,Coahuila de Zaragoza
2020,5,W1,781,781,96198.38000000014,541,0,Coahuila de Zaragoza
2020,20,W6,7534,7534,5074113.310000003,6441,0,Oaxaca
2020,24,W13,2437,2437,3747227.770000003,2196,0,San Luis Potosí
2020,25,W3,72847,72847,21968083.730000153,59141,0,Sinaloa
2020,25,W9,4337,4337,4529029.939999999,3854,0,Sinaloa
2020,31,W7,5894,5894,4687932.070000001,5327,0,Yucatán
2020,31,W12,1295,1295,1837877.9800000007,1198,0,Yucatán
2020,32,W7,4681,4681,3736847.130000007,3960,0,Zacatecas
2020,32,W18,1280,1280,2772938.8900000006,1123,0,Zacatecas
2020,6,W11,983,983,1263874.9300000009,714,0,Colima
2020,6,W10,1220,1220,1421287.5100000007,955,0,Colima
2020,7,W2,122848,122848,19538340.04999624,106778,0,Chiapas
2020,7,W12,1157,1157,1638148.51,1103,0,Chiapas
2020,23,W3,54519,54519,16334240.41000008,39352,0,Quintana Roo
2020,23,W5,14899,14899,8166806.179999996,11145,0,Quintana Roo
2020,23,W14,1073,1073,1783092.9400000002,915,0,Quintana Roo
2020,8,W11,6578,6578,8483569.530000005,6066,0,Chihuahua
2020,8,W9,11575,11575,12103483.630000006,10757,0,Chihuahua
2020,27,W2,99752,99752,15680090.619997706,83464,0,Tabasco
2020,27,W17,389,389,789240.4500000001,369,0,Tabasco
2020,29,W3,18921,18921,5655686.730000014,14694,0,Tlaxcala
2020,29,W9,958,958,1000082.2100000009,852,0,Tlaxcala
2020,29,W16,160,160,304842.14999999985,140,0,Tlaxcala
2020,1,W13,1726,1726,2652031.0700000026,1658,0,Aguascalientes
2020,1,W12,2317,2317,3274999.0799999977,2193,0,Aguascalientes
2020,2,W2,384679,384679,78852359.74999654,340591,0,Baja California
2020,2,W18,16794,16794,36405828.14,16299,0,Baja California
2020,2,W12,5381,5381,7620552.270000008,5078,0,Baja California
2020,2,W16,3031,3031,5781963.009999996,2905,0,Baja California
2020,12,W2,86518,86518,13633881.7000001,70102,0,Guerrero
2020,12,W10,1061,1061,1236722.58,874,0,Guerrero
2020,12,W4,9953,9953,4257521.159999992,8272,0,Guerrero
2020,14,W7,50056,50056,39810085.11000001,45288,0,Jalisco
2020,14,W6,74713,74713,50311499.630000025,66813,0,Jalisco
2020,14,W14,7703,7703,12795661.009999998,7131,0,Jalisco
2020,14,W11,14196,14196,18320313.05000001,12804,0,Jalisco
2020,15,W14,6627,6627,11008089.549999999,6073,0,Estado México
2020,15,W13,8063,8063,12412476.829999994,7380,0,Estado México
2020,19,W13,10053,10053,15471645.080000002,9444,0,Nuevo León
2020,5,W3,153079,153079,45923762.81000014,133616,0,Coahuila de Zaragoza
2020,21,W2,333432,333432,53440337.61999127,286695,0,Puebla
2020,22,W7,19635,19635,15664590.34000003,16728,0,Querétaro
2020,22,W10,7780,7780,9070054.269999998,6604,0,Querétaro
2020,22,W11,5773,5773,7460059.110000001,5061,0,Querétaro
2020,22,W17,1702,1702,3462444.469999997,1530,0,Querétaro
2020,9,W15,21581,21581,38519649.599999994,19986,0,Ciudad de México
2020,9,W7,106532,106532,85187223.30000006,93178,0,Ciudad de México
2020,9,W12,39078,39078,55284531.759999976,35773,0,Ciudad de México
2020,9,W14,25147,25147,41775054.57999999,23219,0,Ciudad de México
2020,9,W16,19041,19041,36316490.58000001,17625,0,Ciudad de México
2020,9,W9,64410,64410,67369258.56,57575,0,Ciudad de México
2020,26,,2256,0,0.0,2256,206951,Sonora
2020,26,W15,1627,1627,2902641.880000001,1506,0,Sonora
2020,11,W18,10292,10292,22301431.28,9517,0,Guanajuato
2020,11,W4,85391,85391,36149670.44999993,72804,0,Guanajuato
2020,11,W14,2897,2897,4811314.949999999,2652,0,Guanajuato
2020,16,W5,27282,27282,15000518.079999944,22792,0,Michoacán de Ocampo
2020,16,W11,2751,2751,3549488.830000001,2448,0,Michoacán de Ocampo
2020,17,W13,1208,1208,1862074.3700000006,1153,0,Morelos
2020,17,W10,2405,2405,2812083.269999997,2059,0,Morelos
2020,17,W8,3813,3813,3514742.49,3196,0,Morelos
2020,30,W11,5654,5654,7294992.809999998,5243,0,Veracruz de Ignacio de la Llave
2020,18,W11,626,626,809384.5800000003,534,0,Nayarit
2020,18,W13,571,571,877304.8800000002,516,0,Nayarit
2020,4,W3,17182,17182,5191990.569999994,13950,0,Campeche
2020,4,W10,1477,1477,1728205.94,1089,0,Campeche
2020,20,W14,593,593,982634.2599999993,556,0,Oaxaca
2020,24,W18,6116,6116,13255299.840000004,5608,0,San Luis Potosí
2020,25,W7,8859,8859,7068526.840000003,7802,0,Sinaloa
2020,25,W12,2040,2040,2884943.93,1872,0,Sinaloa
2020,31,,828,0,0.0,828,112173,Yucatán
2020,32,W2,96228,96228,16056082.709999885,83436,0,Zacatecas
2020,32,W6,7685,7685,5164947.130000002,6420,0,Zacatecas
2020,32,W11,1490,1490,1924350.9,1352,0,Zacatecas
2020,32,W13,1291,1291,1980956.9100000004,1232,0,Zacatecas
2020,6,W16,279,279,532205.8300000001,212,0,Colima
2020,7,W3,31021,31021,9333930.130000016,27053,0,Chiapas
2020,7,W9,2655,2655,2765645.4600000014,2360,0,Chiapas
2020,23,W1,129,129,15895.379999999988,119,0,Quintana Roo
2020,23,W11,1593,1593,2056997.5499999996,1264,0,Quintana Roo
2020,23,W18,3654,3654,7914689.099999998,2784,0,Quintana Roo
2020,8,,6156,0,0.0,6156,205482,Chihuahua
2020,27,W15,601,601,1070943.419999999,556,0,Tabasco
2020,10,,743,0,0.0,743,89760,Durango
2020,29,W17,153,153,311644.7,142,0,Tlaxcala
2020,29,W1,159,159,19591.98,152,0,Tlaxcala
2020,1,W11,2645,2645,3412054.659999997,2521,0,Aguascalientes
2020,1,W16,652,652,1243147.9500000016,629,0,Aguascalientes
2020,2,W11,6585,6585,8498237.759999996,6138,0,Baja California
2020,2,W14,3692,3692,6130360.329999993,3452,0,Baja California
2020,12,W9,1602,1602,1672700.2699999986,1282,0,Guerrero
2020,12,W8,2282,2282,2092715.0900000012,1790,0,Guerrero
2020,13,,400,0,0.0,400,172634,Hidalgo
2020,13,W3,36513,36513,10973848.36999998,27203,0,Hidalgo
2020,13,W6,7871,7871,5291756.319999995,6195,0,Hidalgo
2020,14,W1,4179,4179,477213.3900000011,3951,0,Jalisco
2020,14,W17,4899,4899,9954073.95,4601,0,Jalisco
2020,15,W8,28207,28207,25928072.079999994,24785,0,Estado México
2020,19,W15,7079,7079,12638185.89,6712,0,Nuevo León
2020,21,W13,2857,2857,4391119.399999999,2608,0,Puebla
2020,21,W9,8046,8046,8418952.500000006,7033,0,Puebla
2020,22,W4,61036,61036,25992962.699999947,49295,0,Querétaro
2020,22,W5,40491,40491,22341860.459999934,33429,0,Querétaro
2020,22,W13,4186,4186,6449162.770000012,3725,0,Querétaro
2020,26,W2,317725,317725,54727733.51999196,271472,0,Sonora
2020,11,W8,14259,14259,13108278.8,12646,0,Guanajuato
2020,11,W11,5592,5592,7229547.64,5053,0,Guanajuato
2020,11,W1,1052,1052,129549.92000000045,966,0,Guanajuato
2020,17,W12,1284,1284,1815027.6700000004,1218,0,Morelos
2020,28,W3,186216,186216,55561943.86000009,170961,0,Tamaulipas
2020,30,W1,1644,1644,192818.23000000033,1569,0,Veracruz de Ignacio de la Llave
2020,3,W11,1145,1145,1480168.7699999996,883,0,Baja California Sur
2020,18,,5081,0,0.0,5081,77406,Nayarit
2020,18,W4,11366,11366,4808262.77000001,8097,0,Nayarit
2020,18,W1,264,264,32530.080000000093,258,0,Nayarit
2020,4,W11,1394,1394,1800710.6799999995,911,0,Campeche
2020,4,W8,2540,2540,2341155.9099999988,2028,0,Campeche
2020,4,W17,509,509,1033152.0200000005,431,0,Campeche
2020,5,W18,10116,10116,21913406.200000003,9555,0,Coahuila de Zaragoza
2020,5,W12,4948,4948,7004504.459999999,4592,0,Coahuila de Zaragoza
2020,20,W3,31125,31125,9285116.819999984,26591,0,Oaxaca
2020,20,,3920,0,0.0,3920,163875,Oaxaca
2020,20,W13,814,814,1251705.3099999996,753,0,Oaxaca
2020,24,W5,24362,24362,13396690.649999969,19599,0,San Luis Potosí
2020,25,W2,331490,331490,53091359.83999393,281612,0,Sinaloa
2020,25,W15,854,854,1521700.0799999996,804,0,Sinaloa
2020,31,W4,27646,27646,12206130.290000014,25432,0,Yucatán
2020,31,W8,3729,3729,3422307.0299999956,3330,0,Yucatán
2020,32,W3,29636,29636,8886987.630000008,24699,0,Zacatecas
2020,32,W15,534,534,949760.5800000001,478,0,Zacatecas
2020,6,W6,5018,5018,3383933.930000003,4035,0,Colima
2020,6,W4,10905,10905,4679722.919999996,8379,0,Colima
2020,6,W17,249,249,505071.1400000002,208,0,Colima
2020,7,W10,1983,1983,2318151.0600000024,1765,0,Chiapas
2020,7,W14,803,803,1330672.5900000012,769,0,Chiapas
2020,7,W1,965,965,114480.45000000026,936,0,Chiapas
2020,23,W15,911,911,1626688.87,801,0,Quintana Roo
2020,23,W16,733,733,1396681.73,614,0,Quintana Roo
2020,8,W6,33284,33284,22425072.99999999,29571,0,Chihuahua
2020,8,W1,783,783,96481.26000000027,674,0,Chihuahua
2020,8,W13,4347,4347,6681145.830000004,4063,0,Chihuahua
2020,8,W18,11181,11181,24228857.379999995,10882,0,Chihuahua
2020,27,W6,6322,6322,4254808.309999997,4846,0,Tabasco
2020,10,W4,16350,16350,6953363.319999995,14449,0,Durango
2020,10,W6,6723,6723,4530281.990000002,5911,0,Durango
2020,10,W9,2001,2001,2086454.75,1813,0,Durango
2020,29,W15,251,251,446770.77999999997,227,0,Tlaxcala
2020,1,W6,16433,16433,11014359.28999999,15638,0,Aguascalientes
2020,1,W3,56695,56695,17190471.820000008,51323,0,Aguascalientes
2020,1,W18,3545,3545,7675412.510000002,3432,0,Aguascalientes
2020,2,W4,104224,104224,44135315.41999993,96404,0,Baja California
2020,2,W10,8520,8520,9934432.350000013,7911,0,Baja California
2020,12,W17,183,183,371025.74000000005,170,0,Guerrero
2020,14,W13,10218,10218,15749706.12999999,9493,0,Jalisco
2020,19,W10,17721,17721,20696840.279999964,16411,0,Nuevo León
2020,19,W8,33298,33298,30653613.49999999,30244,0,Nuevo León
2020,21,W11,4374,4374,5634911.259999998,3890,0,Puebla
2020,21,W18,10206,10206,22137943.800000004,9271,0,Puebla
2020,22,W1,567,567,69731.28000000009,497,0,Querétaro
2020,9,W6,147876,147876,99575970.46999998,126966,0,Ciudad de México
2020,26,W10,5189,5189,6049362.130000003,4580,0,Sonora
2020,26,W13,2877,2877,4428300.309999997,2658,0,Sonora
2020,11,W2,526862,526862,86417547.54999071,458685,0,Guanajuato
2020,11,W5,55974,55974,30989844.849999983,48824,0,Guanajuato
2020,11,W6,32706,32706,22034826.329999994,28754,0,Guanajuato
2020,11,W17,1499,1499,3040251.5899999994,1392,0,Guanajuato
2020,11,,1087,0,0.0,1087,243513,Guanajuato
2020,16,W15,732,732,1304347.8300000005,675,0,Michoacán de Ocampo
2020,16,W6,16281,16281,10902988.170000002,14183,0,Michoacán de Ocampo
2020,16,W18,2925,2925,6335488.089999999,2661,0,Michoacán de Ocampo
2020,17,W5,12174,12174,6708023.360000005,10310,0,Morelos
2020,17,W18,2037,2037,4414018.04,1915,0,Morelos
2020,17,W6,7135,7135,4815486.100000002,6151,0,Morelos
2020,17,W17,387,387,783823.3900000001,365,0,Morelos
2020,17,W15,570,570,1014682.9599999998,541,0,Morelos
2020,28,W5,44150,44150,24404547.279999956,39362,0,Tamaulipas
2020,28,W2,269876,269876,50036683.42999388,239618,0,Tamaulipas
2020,28,W13,3235,3235,4981468.849999997,3021,0,Tamaulipas
2020,28,W17,1386,1386,2818110.8599999985,1175,0,Tamaulipas
2020,30,W15,2482,2482,4426082.250000002,2355,0,Veracruz de Ignacio de la Llave
2020,3,,398,0,0.0,398,54117,Baja California Sur
2020,3,W18,2332,2332,5052274.479999999,2066,0,Baja California Sur
2020,3,W17,433,433,879315.5600000002,386,0,Baja California Sur
2020,18,W8,1951,1951,1793238.9400000006,1681,0,Nayarit
2020,18,W18,887,887,1922134.3699999999,623,0,Nayarit
2020,18,W17,113,113,228910.96,98,0,Nayarit
2020,4,W7,3715,3715,2962890.1000000015,2800,0,Campeche
2020,4,W14,809,809,1344256.98,674,0,Campeche
2020,4,W12,1182,1182,1682634.22,945,0,Campeche
2020,5,W13,4445,4445,6834946.16,4192,0,Coahuila de Zaragoza
2020,20,W2,124426,124426,19953518.139995914,111531,0,Oaxaca
2020,20,W4,11605,11605,4987387.659999994,9459,0,Oaxaca
2020,20,W11,980,980,1262515.5499999998,870,0,Oaxaca
2020,20,W16,228,228,433661.92999999993,207,0,Oaxaca
2020,25,W16,660,660,1257491.6999999997,591,0,Sinaloa
2020,25,W8,5717,5717,5250532.589999996,5023,0,Sinaloa
2020,31,W18,2578,2578,5582495.94,2491,0,Yucatán
2020,31,W10,2027,2027,2357602.33,1856,0,Yucatán
2020,31,W11,1473,1473,1897469.6300000004,1270,0,Yucatán
2020,32,,584,0,0.0,584,88989,Zacatecas
2020,6,W8,2086,2086,1915108.7399999984,1691,0,Colima
2020,6,W14,565,565,940908.62,492,0,Colima
2020,7,W4,16104,16104,6910495.959999991,14470,0,Chiapas
2020,23,W10,2068,2068,2413167.3099999987,1637,0,Quintana Roo
2020,23,W13,1129,1129,1740062.000000001,907,0,Quintana Roo
2020,7,W15,542,542,966407.4699999997,520,0,Chiapas
2020,8,W2,388987,388987,72070444.24999376,351012,0,Chihuahua
2020,8,W14,3672,3672,6096345.8999999985,3478,0,Chihuahua
2020,27,W10,1377,1377,1608807.2099999974,1149,0,Tabasco
2020,27,W1,152,152,18729.439999999995,114,0,Tabasco
2020,27,W18,2466,2466,5341741.340000003,2220,0,Tabasco
2020,27,W16,468,468,889621.0600000002,429,0,Tabasco
2020,27,W13,787,787,1215359.9999999998,715,0,Tabasco
2020,10,W13,1002,1002,1542875.3100000012,951,0,Durango
2020,10,W16,438,438,834829.5999999997,418,0,Durango
2020,29,W2,56190,56190,9430648.629999913,41788,0,Tlaxcala
2020,1,W2,147493,147493,23704854.24999675,132105,0,Aguascalientes
2020,1,W9,5617,5617,5849172.449999999,5417,0,Aguascalientes
2020,2,,2161,0,0.0,2161,155605,Baja California
2020,2,W15,3390,3390,6059321.939999995,3229,0,Baja California
2020,2,W13,4452,4452,6849269.189999993,4038,0,Baja California
2020,12,W12,794,794,1124607.08,698,0,Guerrero
2020,12,W1,435,435,53584.799999999974,406,0,Guerrero
2020,13,W11,1381,1381,1778938.5900000012,1136,0,Hidalgo
2020,14,W3,301127,301127,90825308.58000034,249734,0,Jalisco
2020,14,W9,26841,26841,28181674.74000004,24352,0,Jalisco
2020,14,W8,33074,33074,30331043.13999996,29786,0,Jalisco
2020,14,W18,27993,27993,60643786.85,26366,0,Jalisco
2020,15,W2,796857,796857,131125380.41998336,666640,0,Estado México
2020,15,W11,11252,11252,14519843.88,9833,0,Estado México
2020,15,W17,3384,3384,6864851.399999999,3146,0,Estado México
2020,15,W1,1888,1888,232618.82000000018,1537,0,Estado México
2020,19,W6,73324,73324,49243434.49999992,64848,0,Nuevo León
2020,21,W17,1145,1145,2322495.8000000003,1040,0,Puebla
2020,21,W15,1586,1586,2830393.5800000015,1427,0,Puebla
2020,21,W12,3734,3734,5282406.359999999,3400,0,Puebla
2020,22,W2,253860,253860,42326946.81999725,205413,0,Querétaro
2020,22,W14,3377,3377,5605089.830000002,2990,0,Querétaro
2020,9,W18,150250,150250,325806163.7099999,141873,0,Ciudad de México
2020,26,W3,114757,114757,34383283.39000004,100786,0,Sonora
2020,26,W9,7402,7402,7735776.330000004,6601,0,Sonora
2020,26,W16,1216,1216,2318843.6000000006,1142,0,Sonora
2020,26,W8,9689,9689,8930755.649999999,8075,0,Sonora
2020,16,W2,253087,253087,39543026.019990645,203386,0,Michoacán de Ocampo
2020,16,,7461,0,0.0,7461,228904,Michoacán de Ocampo
2020,17,W11,2134,2134,2742040.9299999983,1976,0,Morelos
2020,17,W1,459,459,56557.98000000013,396,0,Morelos
2020,17,W16,579,579,1102268.4400000004,531,0,Morelos
2020,28,W18,7636,7636,16544774.34,6985,0,Tamaulipas
2020,30,W10,8559,8559,10027425.540000007,7720,0,Veracruz de Ignacio de la Llave
2020,30,W14,3241,3241,5374530.630000003,3075,0,Veracruz de Ignacio de la Llave
2020,3,W7,4588,4588,3643095.5699999966,3352,0,Baja California Sur
2020,3,W14,687,687,1142800.890000001,591,0,Baja California Sur
2020,3,W16,510,510,971661.6300000002,450,0,Baja California Sur
2020,18,W5,7159,7159,3944308.8900000015,5690,0,Nayarit
2020,18,W10,941,941,1101420.2400000002,797,0,Nayarit
2020,18,W16,157,157,298283.97,136,0,Nayarit
2020,20,W10,1626,1626,1899711.7300000002,1419,0,Oaxaca
2020,24,W2,184194,184194,30340676.969996076,146479,0,San Luis Potosí
2020,24,W11,3720,3720,4803074.430000002,3216,0,San Luis Potosí
2020,24,W16,1096,1096,2092882.8599999994,959,0,San Luis Potosí
2020,25,,5006,0,0.0,5006,291549,Sinaloa
2020,25,W5,24131,24131,13266887.449999977,20368,0,Sinaloa
2020,25,W14,1244,1244,2069374.4000000013,1175,0,Sinaloa
2020,25,W17,558,558,1132710.6300000004,520,0,Sinaloa
2020,32,W5,12558,12558,6940208.789999991,9793,0,Zacatecas
2020,6,W15,384,384,685122.5000000002,334,0,Colima
2020,6,W1,240,240,29572.800000000054,223,0,Colima
2020,23,,1499,0,0.0,1499,82092,Quintana Roo
2020,23,W2,222961,222961,35302271.57999877,164946,0,Quintana Roo
2020,23,W7,6199,6199,4944325.559999992,4925,0,Quintana Roo
2020,23,W8,4482,4482,4117678.3100000024,3534,0,Quintana Roo
2020,23,W9,3010,3010,3145291.0399999954,2410,0,Quintana Roo
2020,8,W17,1984,1984,4027766.5300000003,1916,0,Chihuahua
2020,8,W15,3046,3046,5434984.210000002,2926,0,Chihuahua
2020,27,W5,7795,7795,4304002.479999996,6129,0,Tabasco
2020,27,W14,751,751,1245965.9000000006,674,0,Tabasco
2020,10,W5,10803,10803,5945323.49,9646,0,Durango
2020,10,W8,3012,3012,2770178.9000000004,2694,0,Durango
2020,10,W10,1646,1646,1918995.7700000007,1471,0,Durango
2020,10,W18,2026,2026,4391421.83,1965,0,Durango
2020,29,W10,722,722,842322.729999999,601,0,Tlaxcala
2020,1,W10,3487,3487,4077648.6299999985,3288,0,Aguascalientes
2020,1,W14,1156,1156,1916745.9200000013,1098,0,Aguascalientes
2020,1,W17,567,567,1151281.8299999998,533,0,Aguascalientes
2020,12,W18,893,893,1934025.31,831,0,Guerrero
2020,13,W4,17044,17044,7223587.21999999,13845,0,Hidalgo
2020,14,W16,5187,5187,9900513.539999997,4838,0,Jalisco
2020,15,W3,293760,293760,89002230.23000014,239502,0,Estado México
2020,15,W12,9518,9518,13466594.810000006,8604,0,Estado México
2020,19,W5,118793,118793,65578740.13999988,105756,0,Nuevo León
2020,19,W17,4954,4954,10058065.820000006,4714,0,Nuevo León
2020,21,W1,617,617,75839.90000000021,535,0,Puebla
2020,21,W16,1272,1272,2426254.6100000003,1158,0,Puebla
2020,22,W3,114736,114736,34589577.679999776,92563,0,Querétaro
2020,22,W16,2706,2706,5119886.999999996,2479,0,Querétaro
2020,22,W18,13060,13060,28304042.880000003,11948,0,Querétaro
2020,22,W9,9642,9642,10078394.610000003,8205,0,Querétaro
2020,9,W13,31481,31481,48444329.74999997,29131,0,Ciudad de México
2020,9,W17,16175,16175,32862561.94000002,15121,0,Ciudad de México
2020,9,W1,3338,3338,409830.170000001,2538,0,Ciudad de México
2020,9,,4014,0,0.0,4014,1707981,Ciudad de México
2020,26,W18,6229,6229,13494599.500000004,5920,0,Sonora
2020,26,W11,3628,3628,4683416.019999997,3273,0,Sonora
2020,11,W15,2296,2296,4096247.5500000007,2110,0,Guanajuato
2020,16,W14,1090,1090,1808480.9800000002,1023,0,Michoacán de Ocampo
2020,17,,4374,0,0.0,4374,97192,Morelos
2020,28,W4,72008,72008,30527904.349999927,64721,0,Tamaulipas
2020,28,W10,5680,5680,6629720.39,4970,0,Tamaulipas
2020,28,W11,4230,4230,5453036.329999997,3738,0,Tamaulipas
2020,30,W8,18199,18199,16717749.750000022,16379,0,Veracruz de Ignacio de la Llave
2020,3,W6,5965,5965,4020254.8599999957,4518,0,Baja California Sur
2020,3,W15,633,633,1128289.13,565,0,Baja California Sur
2020,3,W8,3047,3047,2803845.8299999996,2352,0,Baja California Sur
2020,18,W3,21969,21969,6574027.529999994,14912,0,Nayarit
2020,18,W12,620,620,874946.5,557,0,Nayarit
2020,4,W6,5649,5649,3808297.850000001,4262,0,Campeche
2020,4,W15,727,727,1296464.8199999994,618,0,Campeche
2020,20,W9,2257,2257,2349843.860000004,1920,0,Oaxaca
2020,24,W12,3181,3181,4501021.530000001,2791,0,San Luis Potosí
2020,24,,6553,0,0.0,6553,143365,San Luis Potosí
2020,25,W11,1984,1984,2559127.280000003,1718,0,Sinaloa
2020,31,W3,47019,47019,14078192.550000103,40622,0,Yucatán
2020,31,W16,565,565,1077190.039999999,540,0,Yucatán
2020,6,,1782,0,0.0,1782,49115,Colima
2020,6,W3,20847,20847,6492019.2099999925,16938,0,Colima
2020,6,W7,3236,3236,2579880.939999997,2664,0,Colima
2020,7,W18,1275,1275,2760221.3099999996,1245,0,Chiapas
2020,23,W17,486,486,986402.5800000007,409,0,Quintana Roo
2020,8,W10,8272,8272,9661617.820000002,7729,0,Chihuahua
2020,8,W12,5337,5337,7557463.810000001,5014,0,Chihuahua
2020,27,W11,1133,1133,1466516.729999998,992,0,Tabasco
2020,10,W2,148918,148918,23956036.20999799,136162,0,Durango
2020,10,W17,346,346,702200.2400000002,335,0,Durango
2020,29,,147,0,0.0,147,80141,Tlaxcala
2020,29,W7,2014,2014,1604837.209999999,1802,0,Tlaxcala
2020,29,W6,3065,3065,2065091.3099999984,2680,0,Tlaxcala
2020,29,W12,396,396,561594.2200000001,353,0,Tlaxcala
2020,1,W1,1165,1165,135971.78000000006,1143,0,Aguascalientes
2020,2,W17,2528,2528,5130581.019999999,2419,0,Baja California
2020,12,,2545,0,0.0,2545,166469,Guerrero
2020,12,W6,5340,5340,3598905.4499999965,4574,0,Guerrero
2020,12,W16,267,267,508077.93999999994,247,0,Guerrero
2020,13,W1,919,919,113239.18000000018,887,0,Hidalgo
2020,13,W9,2363,2363,2467005.7099999976,1945,0,Hidalgo
2020,13,W13,1032,1032,1587050.2000000018,926,0,Hidalgo
