entidad_federativa,anio,trimestre,confidencial,ied_acumulado_mdd,flujo_mdd
Hidalgo,2025,1,False,68.94638141,68.94638141
Hidalgo,2025,2,False,73.6285694,4.682187990000003
Hidalgo,2025,3,False,68.29395667,-5.3346127300000035
Hidalgo,2025,4,False,193.6972209,125.40326422999999
Hidalgo,2026,1,False,135.1504441,135.1504441
Jalisco,2018,1,False,378.4111815,378.4111815
Jalisco,2018,2,False,521.4718474,143.0606659
Jalisco,2018,3,False,713.0970143,191.62516689999995
Jalisco,2018,4,False,842.6272487,129.53023440000004
Jalisco,2019,1,False,518.5316043,518.5316043
Jalisco,2019,2,False,1098.591459,580.0598547
Jalisco,2019,3,False,1292.048746,193.45728699999995
Jalisco,2019,4,False,1554.852544,262.80379800000014
Jalisco,2020,1,False,880.6869262,880.6869262
Jalisco,2020,2,False,1542.681281,661.9943547999999
Jalisco,2020,3,False,1842.940389,300.2591080000002
Jalisco,2020,4,False,2151.964946,309.02455699999996
Jalisco,2021,1,False,637.7574267,637.7574267
Jalisco,2021,2,False,874.7203962,236.96296949999999
Jalisco,2021,3,False,1192.310705,317.5903088000001
Jalisco,2021,4,False,2098.312766,906.0020609999999
Jalisco,2022,1,False,1318.943579,1318.943579
Jalisco,2022,2,False,1904.577653,585.634074
Jalisco,2022,3,False,2396.121976,491.54432299999985
Jalisco,2022,4,False,2894.899946,498.7779700000001
Jalisco,2023,1,False,1179.027304,1179.027304
Jalisco,2023,2,False,1390.484143,211.45683899999995
Jalisco,2023,3,False,1355.18614,-35.29800299999988
Jalisco,2023,4,False,2027.834235,672.648095
Jalisco,2024,1,False,593.3560341,593.3560341
Jalisco,2024,2,False,892.9749245,299.61889040000005
Jalisco,2024,3,False,1160.973423,267.99849849999987
Jalisco,2024,4,False,1100.30241,-60.6710129999999
Jalisco,2025,1,False,606.8724411,606.8724411
Jalisco,2025,2,False,933.0051158,326.13267470000005
Jalisco,2025,3,False,902.1591362,-30.845979599999964
Jalisco,2025,4,False,1256.224776,354.0656398
Jalisco,2026,1,False,722.9560992,722.9560992
Michoacán,2018,1,False,101.0657792,101.0657792
Michoacán,2018,2,False,136.5485606,35.48278140000001
Michoacán,2018,3,False,141.2277438,4.679183200000011
Michoacán,2018,4,False,427.2471141,286.0193703
Michoacán,2019,1,False,106.8319059,106.8319059
Michoacán,2019,2,False,153.9362616,47.1043557
Michoacán,2019,3,False,161.8846439,7.948382299999992
Michoacán,2019,4,False,315.0811195,153.1964756
Michoacán,2020,1,False,138.4621358,138.4621358
Michoacán,2020,2,False,161.0017755,22.53963970000001
Michoacán,2020,3,False,228.5914354,67.58965989999999
Michoacán,2020,4,False,289.1034552,60.51201979999999
Michoacán,2021,1,False,964.1972458,964.1972458
Michoacán,2021,2,False,992.9080247,28.710778900000037
Michoacán,2021,3,False,1002.915738,10.007713299999978
Michoacán,2021,4,False,1032.170376,29.254638
Michoacán,2022,1,False,108.52059,108.52059
Michoacán,2022,2,False,135.6168699,27.096279900000013
Michoacán,2022,3,False,145.7149318,10.098061899999976
Michoacán,2022,4,False,165.7033533,19.988421500000015
Michoacán,2023,1,False,195.4150258,195.4150258
Michoacán,2023,2,False,233.4473169,38.03229110000001
Michoacán,2023,3,False,194.9501318,-38.497185099999996
Michoacán,2023,4,False,198.3840751,3.4339432999999815
Michoacán,2024,1,False,167.544687,167.544687
Michoacán,2024,2,False,201.2535414,33.70885439999998
Michoacán,2024,3,False,174.6403051,-26.613236299999983
